price,area,bedrooms,toilets,direction,district,address,street,views,price_per_m2,room_density,quality_label
25.0,108.0,4,4,Unknown,Q.Tân Bình,"31/33 Đường Hoàng Hoa Thám, Phường 13, Tân Bình",Hoàng Hoa Thám,46,0.23148148148148148,0.07407407407407407,Budget
20.0,84.0,2,3,Unknown,Q.Bình Thạnh,"26A Đường Chu Văn An, Phường 12, Bình Thạnh",Chu Văn An,45,0.23809523809523808,0.05952380952380952,Budget
25.0,80.0,5,3,Unknown,Q.10,"666/12 Đường 3/2, Phường 10, Quận 10",3/2,75,0.3125,0.1,Standard
20.0,84.0,5,4,Unknown,Q.10,"156/2 Đường Tô Hiến Thành, Phường 15, Quận 10",Tô Hiến Thành,81,0.23809523809523808,0.10714285714285714,Budget
37.0,72.0,4,5,Unknown,Q.10,"51A Đường Thành Thái, Phường 14, Quận 10",Thành Thái,46,0.5138888888888888,0.125,Premium
22.0,64.0,4,5,Unknown,Q.Gò Vấp,"Đường Nguyễn Văn Dung, Phường 6, Gò Vấp",Nguyễn Văn Dung,40,0.34375,0.140625,Premium
21.0,68.0,3,3,Unknown,Q.Tân Bình,"108/7a Đường Cộng Hòa, Phường 4, Tân Bình",Cộng Hòa,30,0.3088235294117647,0.08823529411764706,Standard
12.0,90.0,0,0,Unknown,Q.9,"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9",Đỗ Xuân Hợp,31,0.13333333333333333,0.0,Budget
25.0,120.0,3,0,Unknown,Q.Bình Thạnh,"397A Đường Nơ Trang Long, Phường 13, Bình Thạnh",Nơ Trang Long,62,0.20833333333333334,0.025,Budget
37.0,130.0,7,6,Unknown,Q.Bình Thạnh,"185 Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh",Nguyễn Văn Đậu,52,0.2846153846153846,0.1,Standard
10.0,100.0,0,0,Unknown,Q.12,"J31 khu dân cư Tân tiến Đường Tân Thới Hiệp, Phường Tân Thới Hiệp, Quận 12",Tân Thới Hiệp,62,0.1,0.0,Budget
12.0,130.0,0,0,Unknown,Q.12,"Đường Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12",Tân Chánh Hiệp,75,0.09230769230769231,0.0,Budget
8.0,200.0,1,1,South,H.Bình Chánh,"D6/655 Đường Vườn Thơm, Xã Bình Lợi, Bình Chánh",Vườn Thơm,24,0.04,0.01,Budget
27.0,98.0,0,0,Unknown,Q.Gò Vấp,"Đường Nguyễn Thái Sơn, Phường 4, Gò Vấp",Nguyễn Thái Sơn,71,0.2755102040816326,0.0,Standard
21.0,75.0,4,3,Unknown,Q.Phú Nhuận,"3M Đường Thích Quảng Đức, Phường 4, Phú Nhuận",Thích Quảng Đức,84,0.28,0.09333333333333334,Standard
13.0,70.0,4,4,Unknown,Q.Tân Bình,"Hẻm 128 Đường Bành Văn Trân, Phường 7, Tân Bình",Bành Văn Trân,77,0.18571428571428572,0.11428571428571428,Budget
50.0,128.0,6,4,Unknown,Q.Tân Bình,"Đường Phổ Quang, Phường 2, Tân Bình",Phổ Quang,39,0.390625,0.078125,Premium
40.0,110.0,6,6,Unknown,Q.Tân Bình,"6B Đường Phổ Quang, Phường 2, Tân Bình",Phổ Quang,39,0.36363636363636365,0.10909090909090909,Premium
25.0,72.0,3,4,Unknown,Q.Phú Nhuận,"Hẻm 48 Đường Hồ Biểu Chánh, Phường 13, Phú Nhuận",Hồ Biểu Chánh,44,0.3472222222222222,0.09722222222222222,Premium
15.0,84.0,0,0,Unknown,Q.6,"Đường 36, Phường 10, Quận 6",36,46,0.17857142857142858,0.0,Budget
23.0,48.0,5,3,Unknown,Q.Bình Thạnh,"Đường Chu Văn An, Phường 26, Bình Thạnh",Chu Văn An,39,0.4791666666666667,0.16666666666666666,Premium
18.0,63.0,3,3,Unknown,Q.Bình Thạnh,"28/ Đường Huỳnh Đình Hai, Phường 24, Bình Thạnh",Huỳnh Đình Hai,87,0.2857142857142857,0.09523809523809523,Standard
18.0,63.0,3,3,Unknown,Q.Bình Thạnh,"Hẻm 28 Đường Huỳnh Đình Hai, Phường 24, Bình Thạnh",Huỳnh Đình Hai,85,0.2857142857142857,0.09523809523809523,Standard
15.5,68.0,3,3,Unknown,Q.Bình Thạnh,"7A Đường Phan Đăng Lưu, Phường 3, Bình Thạnh",Phan Đăng Lưu,73,0.22794117647058823,0.08823529411764706,Budget
35.0,81.0,5,4,Unknown,Q.10,"278/12C Đường Tô Hiến Thành, Phường 12, Quận 10",Tô Hiến Thành,24,0.43209876543209874,0.1111111111111111,Premium
10.0,30.0,2,2,Unknown,Q.3,"Đường Nguyễn Thiện Thuật, Phường 1, Quận 3",Nguyễn Thiện Thuật,27,0.3333333333333333,0.13333333333333333,Standard
22.0,75.0,4,3,Unknown,Q.Bình Thạnh,"Đường Nguyên Hồng, Phường 11, Bình Thạnh",Nguyên Hồng,113,0.29333333333333333,0.09333333333333334,Standard
21.0,30.0,4,5,Unknown,Q.3,"Đường Trần Quang Diệu, Phường 14, Quận 3",Trần Quang Diệu,50,0.7,0.3,Premium
35.0,105.0,4,4,Unknown,Q.Bình Thạnh,"232/10a Đường Bình Lợi, Phường 13, Bình Thạnh",Bình Lợi,71,0.3333333333333333,0.0761904761904762,Standard
32.0,176.0,4,3,Unknown,Q.2,"Đường Số 5, Phường An Phú, Quận 2",Số 5,125,0.18181818181818182,0.03977272727272727,Budget
30.0,60.0,2,3,Unknown,Q.Phú Nhuận,"Đường Nguyễn Hoa Hồng, Phường 2, Phú Nhuận",Nguyễn Hoa Hồng,59,0.5,0.08333333333333333,Premium
35.0,100.0,5,6,Unknown,Q.Phú Nhuận,"220/6a Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận",Nguyễn Trọng Tuyển,31,0.35,0.11,Premium
20.0,81.0,4,3,Unknown,Q.Phú Nhuận,"Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận",Huỳnh Văn Bánh,27,0.24691358024691357,0.08641975308641975,Standard
18.0,80.0,4,4,Unknown,Q.Tân Bình,"58/6A Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình",Nguyễn Minh Hoàng,44,0.225,0.1,Budget
25.0,77.0,2,3,Unknown,Q.Tân Bình,"6C Đường Quách Văn Tuấn, Phường 12, Tân Bình",Quách Văn Tuấn,47,0.3246753246753247,0.06493506493506493,Standard
38.0,136.0,3,3,Unknown,Q.Tân Bình,"Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình",Nguyễn Minh Hoàng,40,0.27941176470588236,0.04411764705882353,Standard
22.0,83.0,0,0,Unknown,Q.Tân Bình,"26/ Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình",Nguyễn Minh Hoàng,30,0.26506024096385544,0.0,Standard
22.0,80.0,3,4,Unknown,Q.Tân Bình,"26C Đường Quách Văn Tuấn, Phường 12, Tân Bình",Quách Văn Tuấn,55,0.275,0.0875,Standard
25.0,80.0,0,0,Unknown,Q.Tân Bình,"33/7b Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình",Nguyễn Minh Hoàng,41,0.3125,0.0,Standard
22.0,80.0,4,4,Unknown,Q.Tân Bình,"Đường Bàu Cát, Phường 14, Tân Bình",Bàu Cát,73,0.275,0.1,Standard
35.0,100.0,4,0,Unknown,Q.3,"386a Đường Lê Văn Sỹ, Phường 14, Quận 3",Lê Văn Sỹ,56,0.35,0.04,Premium
22.0,71.0,4,4,Unknown,Q.Tân Bình,"85/2A Đường Lê Văn Sỹ, Phường 1, Tân Bình",Lê Văn Sỹ,37,0.30985915492957744,0.11267605633802817,Standard
18.5,72.0,4,3,Unknown,Q.Phú Nhuận,"491/2G Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận",Huỳnh Văn Bánh,57,0.2569444444444444,0.09722222222222222,Standard
23.0,77.0,4,5,Unknown,Q.Tân Bình,"27/8a Đường Lam Sơn, Phường 2, Tân Bình",Lam Sơn,55,0.2987012987012987,0.11688311688311688,Standard
22.0,70.0,4,3,Unknown,Q.Bình Thạnh,"Đường Miếu Nổi, Phường 2, Bình Thạnh",Miếu Nổi,96,0.3142857142857143,0.1,Standard
22.0,64.0,4,4,Unknown,Q.Phú Nhuận,"13C Đường Lê Tự Tài, Phường 14, Phú Nhuận",Lê Tự Tài,54,0.34375,0.125,Premium
30.0,140.0,4,3,Unknown,Q.10,"Đường Sư Vạn Hạnh, Phường 13, Quận 10",Sư Vạn Hạnh,18,0.21428571428571427,0.05,Budget
35.0,71.0,3,4,Unknown,Q.Phú Nhuận,"4 Đường Hoa Cau, Phường 7, Phú Nhuận",Hoa Cau,50,0.49295774647887325,0.09859154929577464,Premium
4.5,22.0,1,2,Unknown,Q.Gò Vấp,"Đường Quang Trung, Phường 14, Gò Vấp",Quang Trung,136,0.20454545454545456,0.13636363636363635,Budget
45.0,112.0,5,3,Unknown,Q.Tân Bình,"Đường Bạch Đằng, Phường 2, Tân Bình",Bạch Đằng,55,0.4017857142857143,0.07142857142857142,Premium
25.0,100.0,3,3,Unknown,Q.Tân Bình,"20b/2 Đường Lam Sơn, Phường 2, Tân Bình",Lam Sơn,52,0.25,0.06,Standard
35.0,100.0,4,3,Unknown,Q.Tân Bình,"25/2 Đường Giải Phóng, Phường 4, Tân Bình",Giải Phóng,44,0.35,0.07,Premium
37.0,100.0,3,4,Unknown,Q.10,"13E Đường Cửu Long, Phường 15, Quận 10",Cửu Long,63,0.37,0.07,Premium
37.0,100.0,5,4,Unknown,Q.10,"26/4B Đường Trần Thiện Chánh, Phường 12, Quận 10",Trần Thiện Chánh,46,0.37,0.09,Premium
19.0,78.0,4,0,Unknown,Q.Tân Bình,"36C Đường Giải Phóng, Phường 4, Tân Bình",Giải Phóng,58,0.24358974358974358,0.05128205128205128,Budget
22.0,105.0,4,3,Unknown,Q.Tân Bình,"52A Đường Lê Trung Nghĩa, Phường 12, Tân Bình",Lê Trung Nghĩa,61,0.20952380952380953,0.06666666666666667,Budget
23.0,78.0,0,0,Unknown,Q.Phú Nhuận,"43B Đường Trần Hữu Trang, Phường 11, Phú Nhuận",Trần Hữu Trang,85,0.2948717948717949,0.0,Standard
33.0,100.0,5,6,Unknown,Q.Tân Bình,"Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình",Nguyễn Minh Hoàng,47,0.33,0.11,Standard
29.0,88.0,5,4,Unknown,Q.Phú Nhuận,"112/ Đường Phổ Quang, Phường 9, Phú Nhuận",Phổ Quang,70,0.32954545454545453,0.10227272727272728,Standard
20.0,71.0,2,3,Unknown,Q.Bình Thạnh,"9/12 Đường Nguyễn Huy Tưởng, Phường 6, Bình Thạnh",Nguyễn Huy Tưởng,120,0.28169014084507044,0.07042253521126761,Standard
15.5,56.0,3,3,Unknown,Q.Phú Nhuận,"182/11c Đường Lê Văn Sỹ, Phường 10, Phú Nhuận",Lê Văn Sỹ,53,0.2767857142857143,0.10714285714285714,Standard
20.0,80.0,3,3,Unknown,Q.Tân Bình,"122/9A Đường Phạm Văn Hai, Phường 3, Tân Bình",Phạm Văn Hai,43,0.25,0.075,Standard
25.0,90.0,4,3,Unknown,Q.Phú Nhuận,"Đường Nguyễn Văn Trỗi, Phường 11, Phú Nhuận",Nguyễn Văn Trỗi,56,0.2777777777777778,0.07777777777777778,Standard
35.0,75.0,0,0,Unknown,Q.3,"193B Đường Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3",Nam Kỳ Khởi Nghĩa,57,0.4666666666666667,0.0,Premium
15.0,64.0,3,3,Unknown,Q.Tân Bình,"15/7B Đường Hồng Hà, Phường 2, Tân Bình",Hồng Hà,73,0.234375,0.09375,Budget
42.0,90.0,0,0,Unknown,Q.1,"12 Đường Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1",Nguyễn Văn Nguyễn,17,0.4666666666666667,0.0,Premium
50.0,106.0,6,4,Unknown,Q.Phú Nhuận,"178 Đường Hoa Phượng, Phường 2, Phú Nhuận",Hoa Phượng,63,0.4716981132075472,0.09433962264150944,Premium
36.0,110.0,2,2,North,Q.1,"Đường Trần Khắc Chân, Phường Tân Định, Quận 1",Trần Khắc Chân,10,0.32727272727272727,0.03636363636363636,Standard
36.0,90.0,1,2,Unknown,Q.1,"158/2A Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1",Nguyễn Công Trứ,72,0.4,0.03333333333333333,Premium
19.0,105.0,2,2,Unknown,Q.Tân Bình,"Hẻm 371 Đường Trường Chinh, Phường 14, Tân Bình",Trường Chinh,74,0.18095238095238095,0.0380952380952381,Budget
25.0,60.0,6,4,Unknown,Q.Bình Thạnh,"Đường Nguyễn Văn Thương, Phường 25, Bình Thạnh",Nguyễn Văn Thương,67,0.4166666666666667,0.16666666666666666,Premium
18.0,90.0,1,1,Unknown,Q.Tân Bình,"371 Đường Trường Chinh, Phường 14, Tân Bình",Trường Chinh,58,0.2,0.022222222222222223,Budget
28.0,77.0,3,3,Unknown,Q.Bình Thạnh,"184a Đường Phan Văn Trị, Phường 11, Bình Thạnh",Phan Văn Trị,53,0.36363636363636365,0.07792207792207792,Premium
40.0,108.0,0,0,Unknown,Q.10,"368A Đường Nguyễn Tri Phương, Phường 4, Quận 10",Nguyễn Tri Phương,67,0.37037037037037035,0.0,Premium
22.0,63.0,4,4,Unknown,Q.3,"Đường Lê Văn Sỹ, Phường 13, Quận 3",Lê Văn Sỹ,41,0.3492063492063492,0.12698412698412698,Premium
18.0,105.0,0,0,Unknown,Q.4,"89/22 Đường Đoàn Văn Bơ, Phường 13, Quận 4",Đoàn Văn Bơ,68,0.17142857142857143,0.0,Budget
27.0,86.0,4,3,Unknown,Q.10,"207 Đường 3/2, Phường 11, Quận 10",3/2,54,0.313953488372093,0.08139534883720931,Standard
50.0,105.0,3,4,Unknown,Q.1,"434A Đường Hai Bà Trưng, Phường Tân Định, Quận 1",Hai Bà Trưng,90,0.47619047619047616,0.06666666666666667,Premium
21.0,85.0,4,4,Unknown,Q.Phú Nhuận,"48/3A Đường Hồ Biểu Chánh, Phường 11, Phú Nhuận",Hồ Biểu Chánh,67,0.24705882352941178,0.09411764705882353,Standard
24.0,160.0,2,3,Unknown,Q.1,"Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1",Cống Quỳnh,15,0.15,0.03125,Budget
30.0,68.0,6,4,Unknown,Q.Phú Nhuận,"486/3 Đường Phan Xích Long, Phường 3, Phú Nhuận",Phan Xích Long,62,0.4411764705882353,0.14705882352941177,Premium
28.0,200.0,5,4,West,Q.Bình Thạnh,"398A Đường Lê Quang Định, Phường 11, Bình Thạnh",Lê Quang Định,62,0.14,0.045,Budget
25.0,70.0,6,4,Unknown,Q.3,"277/11a Đường Nguyễn Đình Chiểu, Phường 10, Quận 3",Nguyễn Đình Chiểu,74,0.35714285714285715,0.14285714285714285,Premium
35.0,152.0,4,4,Unknown,Q.Phú Nhuận,"220B Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận",Nguyễn Trọng Tuyển,57,0.23026315789473684,0.05263157894736842,Budget
14.0,80.0,0,0,Unknown,Q.Tân Bình,"154/27 Đường Phạm Văn Hai, Phường 3, Tân Bình",Phạm Văn Hai,59,0.175,0.0,Budget
45.0,63.0,3,4,Unknown,Q.3,"Đường Cao Thắng, Phường 4, Quận 3",Cao Thắng,67,0.7142857142857143,0.1111111111111111,Premium
22.0,85.0,5,4,Unknown,Q.Phú Nhuận,"Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận",Nguyễn Trọng Tuyển,54,0.25882352941176473,0.10588235294117647,Standard
25.0,90.0,5,3,Unknown,Q.11,"Đường Lạc Long Quân, Phường 1, Quận 11",Lạc Long Quân,45,0.2777777777777778,0.08888888888888889,Standard
24.0,34.0,6,7,Unknown,Q.5,"Đường Nguyễn Trãi, Phường 2, Quận 5",Nguyễn Trãi,51,0.7058823529411765,0.38235294117647056,Premium
18.0,130.0,0,0,Unknown,Q.Phú Nhuận,"Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận",Huỳnh Văn Bánh,51,0.13846153846153847,0.0,Budget
17.0,140.0,0,0,Unknown,Q.Tân Bình,"Đường Phạm Văn Bạch, Phường 15, Tân Bình",Phạm Văn Bạch,21,0.12142857142857143,0.0,Budget
18.0,150.0,0,0,Unknown,Q.Phú Nhuận,"220/ Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận",Nguyễn Trọng Tuyển,39,0.12,0.0,Budget
17.0,160.0,2,1,Unknown,Q.Bình Thạnh,"Đường Bình Quới, Phường 27, Bình Thạnh",Bình Quới,45,0.10625,0.01875,Budget
25.0,200.0,0,0,Unknown,Q.11,"Đường 3, Phường 15, Quận 11",3,24,0.125,0.0,Budget
27.0,100.0,4,2,Unknown,Q.Tân Bình,"Đường Cộng Hòa, Phường 13, Tân Bình",Cộng Hòa,44,0.27,0.06,Standard
35.0,54.0,5,4,Unknown,Q.3,"290/11a Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3",Nam Kỳ Khởi Nghĩa,52,0.6481481481481481,0.16666666666666666,Premium
35.0,151.0,5,0,Unknown,Q.3,"290/6a Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3",Nam Kỳ Khởi Nghĩa,37,0.23178807947019867,0.033112582781456956,Budget
12.0,126.0,0,0,Unknown,Q.12,"86/41 Đường Tân Chánh Hiệp 36, Phường Tân Chánh Hiệp, Quận 12",Tân Chánh Hiệp 36,87,0.09523809523809523,0.0,Budget
40.0,54.0,3,4,Unknown,Q.10,"Đường Ngô Quyền, Phường 5, Quận 10",Ngô Quyền,105,0.7407407407407407,0.12962962962962962,Premium
43.0,68.0,0,0,Unknown,Q.1,"110 Đường Đề Thám, Phường Cô Giang, Quận 1",Đề Thám,76,0.6323529411764706,0.0,Premium
19.0,90.0,2,2,Unknown,Q.Tân Bình,"281/19A Đường Lê Văn Sỹ, Phường 1, Tân Bình",Lê Văn Sỹ,29,0.2111111111111111,0.044444444444444446,Budget
35.0,96.0,4,4,Unknown,Q.Bình Thạnh,"Đường Lam Sơn, Phường 6, Bình Thạnh",Lam Sơn,77,0.3645833333333333,0.08333333333333333,Premium
24.0,49.0,2,3,Unknown,Q.3,"Hẻm 543 Đường Nguyễn Đình Chiểu, Phường 2, Quận 3",Nguyễn Đình Chiểu,52,0.4897959183673469,0.10204081632653061,Premium
47.0,76.0,3,4,Unknown,Q.1,"Đường Trần Nhật Duật, Phường Tân Định, Quận 1",Trần Nhật Duật,100,0.618421052631579,0.09210526315789473,Premium
50.0,80.0,6,4,Unknown,Q.3,"195E Đường Nguyễn Đình Chiểu, Phường 5, Quận 3",Nguyễn Đình Chiểu,49,0.625,0.125,Premium
35.0,90.0,6,7,Unknown,Q.Tân Bình,"Đường Trương Công Định, Phường 14, Tân Bình",Trương Công Định,77,0.3888888888888889,0.14444444444444443,Premium
43.0,100.0,0,0,Unknown,Q.Phú Nhuận,"220bis Đường Trường Sa, Phường 14, Phú Nhuận",Trường Sa,55,0.43,0.0,Premium
12.0,50.0,3,2,Unknown,Q.7,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7",Lâm Văn Bền,70,0.24,0.1,Budget
45.0,140.0,6,4,Unknown,Q.Tân Bình,"234A Đường Lê Văn Sỹ, Phường 1, Tân Bình",Lê Văn Sỹ,35,0.32142857142857145,0.07142857142857142,Standard
23.0,80.0,4,3,Unknown,Q.10,"Đường 3/2, Phường 14, Quận 10",3/2,55,0.2875,0.0875,Standard
39.0,80.0,2,3,Unknown,Q.1,"72 Đường Trần Hưng Đạo, Phường Phạm Ngũ Lão, Quận 1",Trần Hưng Đạo,79,0.4875,0.0625,Premium
15.0,100.0,1,1,Unknown,Q.2,"Đường Số 7C, Phường An Phú, Quận 2",Số 7C,70,0.15,0.02,Budget
39.0,66.0,0,0,Unknown,Q.1,"2A Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1",Nguyễn Thị Minh Khai,52,0.5909090909090909,0.0,Premium
35.0,92.0,0,0,Unknown,Q.1,"Đường Đồng Khởi, Phường Bến Nghé, Quận 1",Đồng Khởi,27,0.3804347826086957,0.0,Premium
19.0,77.0,4,4,Unknown,Q.Tân Bình,"766/3R Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình",Cách Mạng Tháng Tám,63,0.24675324675324675,0.1038961038961039,Standard
40.0,90.0,4,4,Unknown,Q.3,"14 Đường Kỳ Diệu, Phường 9, Quận 3",Kỳ Diệu,55,0.4444444444444444,0.08888888888888889,Premium
24.0,80.0,4,3,Unknown,Q.Tân Bình,"31 Đường Bàu Cát 5, Phường 14, Tân Bình",Bàu Cát 5,71,0.3,0.0875,Standard
18.0,105.0,0,0,Unknown,Q.4,"89/22, Đường Đoàn Văn Bơ, Phường 13, Quận 4",Đoàn Văn Bơ,83,0.17142857142857143,0.0,Budget
18.0,105.0,0,0,Unknown,Q.4,"Đường Đoàn Văn Bơ, Phường 13, Quận 4",Đoàn Văn Bơ,59,0.17142857142857143,0.0,Budget
30.0,64.0,5,4,Unknown,Q.3,"456a Đường Cao Thắng, Phường 12, Quận 3",Cao Thắng,46,0.46875,0.140625,Premium
24.0,92.0,4,5,Unknown,Q.Tân Bình,"165/12a Bạch Đằng Đường Bạch Đằng, Phường 2, Tân Bình",Bạch Đằng,54,0.2608695652173913,0.09782608695652174,Standard
30.0,130.0,0,0,Unknown,Q.Tân Bình,"Đường Âu Cơ, Phường 9, Tân Bình",Âu Cơ,28,0.23076923076923078,0.0,Budget
21.0,90.0,5,4,Unknown,Q.Tân Bình,"27/6A Đường Quách Văn Tuấn, Phường 12, Tân Bình",Quách Văn Tuấn,43,0.23333333333333334,0.1,Budget
18.0,80.0,0,0,Unknown,Q.6,"Đường 26, Phường 10, Quận 6",26,37,0.225,0.0,Budget
5.0,32.0,0,0,Unknown,Q.Bình Tân,"Đường Lê Đình Cẩn, Phường Bình Trị Đông, Bình Tân",Lê Đình Cẩn,51,0.15625,0.0,Budget
30.0,126.0,3,2,Unknown,Q.Bình Thạnh,"Đường Lê Quang Định, Phường 11, Bình Thạnh",Lê Quang Định,42,0.23809523809523808,0.03968253968253968,Budget
10.0,40.0,0,0,Unknown,Q.6,"Đường Lê Quang Sung, Phường 2, Quận 6",Lê Quang Sung,81,0.25,0.0,Standard
30.0,42.0,4,5,Unknown,Q.Bình Thạnh,"Đường Lê Văn Duyệt, Phường 1, Bình Thạnh",Lê Văn Duyệt,109,0.7142857142857143,0.21428571428571427,Premium
26.0,75.0,3,4,Unknown,Q.Bình Thạnh,"Đường Đinh Tiên Hoàng, Phường 3, Bình Thạnh",Đinh Tiên Hoàng,60,0.3466666666666667,0.09333333333333334,Premium
29.0,96.0,4,5,Unknown,Q.Phú Nhuận,"182/12 Đường Lê Văn Sỹ, Phường 10, Phú Nhuận",Lê Văn Sỹ,38,0.3020833333333333,0.09375,Standard
30.0,78.0,4,5,Unknown,Q.Phú Nhuận,"Đường Lê Văn Sỹ, Phường 10, Phú Nhuận",Lê Văn Sỹ,48,0.38461538461538464,0.11538461538461539,Premium
21.0,81.0,3,4,Unknown,Q.Phú Nhuận,"28 Đường Đặng Văn Ngữ, Phường 10, Phú Nhuận",Đặng Văn Ngữ,17,0.25925925925925924,0.08641975308641975,Standard
25.0,198.0,5,5,Unknown,Q.3,"109/29 Đường Nguyễn Thiện Thuật, Phường 2, Quận 3",Nguyễn Thiện Thuật,60,0.12626262626262627,0.050505050505050504,Budget
25.0,48.0,4,4,Unknown,Q.3,"Đường Lê Văn Sỹ, Phường 12, Quận 3",Lê Văn Sỹ,58,0.5208333333333334,0.16666666666666666,Premium
18.0,45.0,0,0,Unknown,Q.Phú Nhuận,"Đường Nguyễn Trọng Tuyển, Phường 15, Phú Nhuận",Nguyễn Trọng Tuyển,42,0.4,0.0,Premium
27.0,85.0,4,5,Unknown,Q.Phú Nhuận,"Đường Hoa Sứ, Phường 7, Phú Nhuận",Hoa Sứ,41,0.3176470588235294,0.10588235294117647,Standard
17.0,150.0,3,0,Unknown,Q.Phú Nhuận,"220/16a Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận",Nguyễn Trọng Tuyển,34,0.11333333333333333,0.02,Budget
29.0,68.0,5,4,Unknown,Q.3,"399/ Đường Nguyễn Đình Chiểu, Phường 5, Quận 3",Nguyễn Đình Chiểu,30,0.4264705882352941,0.1323529411764706,Premium
18.0,68.0,4,3,Unknown,Q.Phú Nhuận,"476 Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận",Huỳnh Văn Bánh,39,0.2647058823529412,0.10294117647058823,Standard
32.0,108.0,4,3,Unknown,Q.10,"436B/1A Đường 3/2, Phường 12, Quận 10",3/2,34,0.2962962962962963,0.06481481481481481,Standard
25.0,80.0,4,4,Unknown,Q.Bình Thạnh,"47/10A Đường Bùi Đình Túy, Phường 24, Bình Thạnh",Bùi Đình Túy,94,0.3125,0.1,Standard
31.0,125.0,4,3,Unknown,Q.Phú Nhuận,"2D Đường Nguyễn Văn Đậu, Phường 5, Phú Nhuận",Nguyễn Văn Đậu,49,0.248,0.056,Standard
45.0,54.0,0,0,Unknown,Q.10,"Đường Ngô Quyền, Phường 8, Quận 10",Ngô Quyền,29,0.8333333333333334,0.0,Premium
25.0,160.0,0,0,Unknown,Q.Phú Nhuận,"Đường Hoa Lan, Phường 2, Phú Nhuận",Hoa Lan,13,0.15625,0.0,Budget
28.0,60.0,0,0,Unknown,Q.1,"293 Đường Hoàng Sa, Phường Tân Định, Quận 1",Hoàng Sa,80,0.4666666666666667,0.0,Premium
10.0,25.0,0,0,Unknown,Q.1,"Đường Tôn Thất Tùng, Phường Bến Thành, Quận 1",Tôn Thất Tùng,36,0.4,0.0,Premium
34.0,116.0,0,0,Unknown,Q.Tân Bình,"22A1 Đường Yên Thế, Phường 2, Tân Bình",Yên Thế,41,0.29310344827586204,0.0,Standard
35.0,200.0,0,2,Unknown,Q.Tân Bình,"Đường Bình Giã, Phường 13, Tân Bình",Bình Giã,11,0.175,0.01,Budget
35.0,140.0,0,0,Unknown,Q.1,"10K Đường Trần Nhật Duật, Phường Tân Định, Quận 1",Trần Nhật Duật,86,0.25,0.0,Standard
30.0,100.0,0,0,Unknown,Q.Tân Bình,"Đường Đồng Nai, Phường 2, Tân Bình",Đồng Nai,36,0.3,0.0,Standard
25.0,170.0,0,0,Unknown,Q.7,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7",Huỳnh Tấn Phát,48,0.14705882352941177,0.0,Budget
30.0,100.0,0,0,Unknown,Q.Tân Bình,"145a Đường Đồng Đen, Phường 14, Tân Bình",Đồng Đen,48,0.3,0.0,Standard
29.0,80.0,4,3,Unknown,Q.Bình Thạnh,"105A Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh",Nguyễn Văn Đậu,35,0.3625,0.0875,Premium
27.0,105.0,5,4,Unknown,Q.Phú Nhuận,"108A Đường Đào Duy Anh, Phường 9, Phú Nhuận",Đào Duy Anh,48,0.2571428571428571,0.08571428571428572,Standard
30.0,86.0,5,4,Unknown,Q.Bình Thạnh,"109B Đường Nguyễn Cửu Vân, Phường 17, Bình Thạnh",Nguyễn Cửu Vân,76,0.3488372093023256,0.10465116279069768,Premium
30.0,54.0,4,4,Unknown,Q.Phú Nhuận,"110A Đường Hoàng Văn Thụ, Phường 9, Phú Nhuận",Hoàng Văn Thụ,49,0.5555555555555556,0.14814814814814814,Premium
27.0,100.0,5,0,Unknown,Q.Phú Nhuận,"Đường Phổ Quang, Phường 9, Phú Nhuận",Phổ Quang,109,0.27,0.05,Standard
25.0,120.0,0,0,Unknown,Q.5,"Đường Võ Văn Kiệt, Phường 10, Quận 5",Võ Văn Kiệt,73,0.20833333333333334,0.0,Budget
