Giá,Diện tích,Số phòng ngủ,Số toilet,Hướng nhà,Địa chỉ nhà,Ngày đăng tin,Ngày hết hạn,Mã tin,Quận,Đường,Lượt xem
20 Triệu/Tháng,78 m²,4 PN,3,---,"Địa chỉ:  69/11A Đường D2, Phường 25, Bình Thạnh, Hồ Chí Minh",17/03/2023,01/04/2023,4602,Quận Bình Thạnh,Đường D2,Lượt xem: 48
21 Triệu/Tháng,0 m²,4 PN,5,---,"Địa chỉ:  69/11A Đường 25, Phường 25, Bình Thạnh, Hồ Chí Minh",09/02/2023,24/02/2023,1740,Quận Bình Thạnh,Đường 25,Lượt xem: 90
17 Triệu/Tháng,60 m²,4 PN,3,---,"Địa chỉ:  69/7A Đường Nơ Trang Long, Phường 11, Bình Thạnh, Hồ Chí Minh",03/05/2023,18/05/2023,5562,Quận Bình Thạnh,Đường Nơ Trang Long,Lượt xem: 66
27 Triệu/Tháng,120 m²,0 PN,0,---,"Địa chỉ:  Đường Nơ Trang Long, Phường 7, Bình Thạnh, Hồ Chí Minh",06/09/2023,21/09/2023,12849,Quận Bình Thạnh,Đường Nơ Trang Long,Lượt xem: 52
23 Triệu/Tháng,64 m²,4 PN,4,---,"Địa chỉ:  6D Đường Phan Đăng Lưu, Phường 3, Bình Thạnh, Hồ Chí Minh",11/05/2023,26/05/2023,6413,Quận Bình Thạnh,Đường Phan Đăng Lưu,Lượt xem: 48
25 Triệu/Tháng,75 m²,0 PN,0,---,"Địa chỉ:  740/10a Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",15/06/2023,30/06/2023,8473,Quận 10,Đường Sư Vạn Hạnh,Lượt xem: 40
35 Triệu/Tháng,420 m²,0 PN,0,---,"Địa chỉ:  Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",23/08/2023,07/09/2023,11520,Quận 10,Đường Sư Vạn Hạnh,Lượt xem: 57
23 Triệu/Tháng,90 m²,0 PN,0,---,"Địa chỉ:  Đường Nguyên Hồng, Phường 11, Bình Thạnh, Hồ Chí Minh",14/02/2023,01/03/2023,2845,Quận Bình Thạnh,Đường Nguyên Hồng,Lượt xem: 89
19 Triệu/Tháng,72 m²,4 PN,4,---,"Địa chỉ:  766/31A Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",24/03/2023,08/04/2023,4849,Quận Tân Bình,Đường Cách Mạng Tháng Tám,Lượt xem: 52
20 Triệu/Tháng,85 m²,4 PN,4,---,"Địa chỉ:  766/ Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",13/07/2023,28/07/2023,10021,Quận Tân Bình,Đường Cách Mạng Tháng Tám,Lượt xem: 77
18 Triệu/Tháng,85 m²,2 PN,2,---,"Địa chỉ:  Hẻm 766 Đường Lê Hồng Phong, Phường 12, Quận 10, Hồ Chí Minh",12/08/2023,27/08/2023,11819,Quận 10,Đường Lê Hồng Phong,Lượt xem: 63
21 Triệu/Tháng,81 m²,4 PN,4,---,"Địa chỉ:  78/5a Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",07/06/2023,22/06/2023,7547,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 27
33 Triệu/Tháng,0 m²,5 PN,0,---,"Địa chỉ:  7a Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",21/12/2022,05/01/2023,1859,Quận 10,Đường Thành Thái,Lượt xem: 41
18 Triệu/Tháng,64 m²,2 PN,3,---,"Địa chỉ:  Hẻm 7S Đường Phan Đăng Lưu, Phường 3, Bình Thạnh, Hồ Chí Minh",14/10/2023,29/10/2023,14128,Quận Bình Thạnh,Đường Phan Đăng Lưu,Lượt xem: 73
22 Triệu/Tháng,100 m²,4 PN,3,---,"Địa chỉ:  4/5 Đường Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh",17/04/2023,02/05/2023,5647,Quận Tân Bình,Đường Hoàng Việt,Lượt xem: 42
19 Triệu/Tháng,86 m²,4 PN,4,---,"Địa chỉ:  86/2B Đường Thích Quảng Đức, Phường 4, Phú Nhuận, Hồ Chí Minh",18/03/2023,02/04/2023,4651,Quận Phú Nhuận,Đường Thích Quảng Đức,Lượt xem: 77
22 Triệu/Tháng,70 m²,4 PN,4,---,"Địa chỉ:  86/30C Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",24/05/2023,08/06/2023,6873,Quận Tân Bình,Đường Phổ Quang,Lượt xem: 40
25 Triệu/Tháng,72 m²,0 PN,0,---,"Địa chỉ:  88A Đường Trần Văn Quang, Phường 10, Tân Bình, Hồ Chí Minh",25/07/2023,09/08/2023,11023,Quận Tân Bình,Đường Trần Văn Quang,Lượt xem: 67
40 Triệu/Tháng,126 m²,3 PN,5,---,"Địa chỉ:  Cư Xá Đô Thành Đường 2, Phường 4, Quận 3, Hồ Chí Minh",03/07/2023,18/07/2023,9637,Quận 3,Đường 2,Lượt xem: 46
24 Triệu/Tháng,83 m²,0 PN,0,---,"Địa chỉ:  468/1a Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",29/05/2023,13/06/2023,7084,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 32
21 Triệu/Tháng,96 m²,4 PN,3,---,"Địa chỉ:  9/2B Đường Phạm Văn Hai, Phường 1, Tân Bình, Hồ Chí Minh",17/05/2023,01/06/2023,6608,Quận Tân Bình,Đường Phạm Văn Hai,Lượt xem: 31
23 Triệu/Tháng,67 m²,4 PN,3,---,"Địa chỉ:  922/3 Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",27/05/2023,11/06/2023,7061,Quận Tân Bình,Đường Cách Mạng Tháng Tám,Lượt xem: 50
25 Triệu/Tháng,100 m²,5 PN,5,---,"Địa chỉ:  96/3 Đường Phạm Phú Thứ, Phường 11, Tân Bình, Hồ Chí Minh",19/09/2023,04/10/2023,13086,Quận Tân Bình,Đường Phạm Phú Thứ,Lượt xem: 59
35 Triệu/Tháng,128 m²,0 PN,0,---,"Địa chỉ:  9A Đường Đại lộ Thăng Long, Phường 4, Tân Bình, Hồ Chí Minh",01/06/2023,16/06/2023,7163,Quận Tân Bình,Đường Đại lộ Thăng Long,Lượt xem: 46
30 Triệu/Tháng,125 m²,0 PN,0,---,"Địa chỉ:  9B Đường Phan Thăng Long, Phường 4, Tân Bình, Hồ Chí Minh",22/07/2023,06/08/2023,10927,Quận Tân Bình,Đường Phan Thăng Long,Lượt xem: 37
22 Triệu/Tháng,84 m²,4 PN,4,---,"Địa chỉ:  71/8a Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",30/08/2023,14/09/2023,11093,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 28
35 Triệu/Tháng,90 m²,4 PN,3,---,"Địa chỉ:  392/20C Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",30/05/2023,14/06/2023,7104,Quận 10,Đường Cao Thắng,Lượt xem: 37
26 Triệu/Tháng,81 m²,4 PN,3,---,"Địa chỉ:  343/8A Đường Bùi Thị Xuân, Phường 3, Tân Bình, Hồ Chí Minh",10/03/2023,25/03/2023,4186,Quận Tân Bình,Đường Bùi Thị Xuân,Lượt xem: 78
15.5 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",11/10/2023,26/10/2023,13847,Quận Tân Bình,Đường Cách Mạng Tháng Tám,Lượt xem: 13
20 Triệu/Tháng,96 m²,3 PN,3,---,"Địa chỉ:  158/3G Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh",21/04/2023,06/05/2023,4833,Quận Tân Bình,Đường Hoàng Hoa Thám,Lượt xem: 37
20 Triệu/Tháng,42 m²,4 PN,4,---,"Địa chỉ:   Lê Văn Duyệt, Phường 1, Bình Thạnh, Hồ Chí Minh",04/11/2023,19/11/2023,15373,Quận Bình Thạnh,Lê Văn Duyệt,Lượt xem: 27
22 Triệu/Tháng,77 m²,4 PN,4,---,"Địa chỉ:  120/5E Đường Đặng Thuỳ Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",26/08/2023,10/09/2023,12600,Quận Bình Thạnh,Đường Đặng Thuỳ Trâm,Lượt xem: 63
35 Triệu/Tháng,90 m²,5 PN,5,---,"Địa chỉ:  285/ Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Hồ Chí Minh",12/06/2023,27/06/2023,7943,Quận 10,Đường Cách Mạng Tháng Tám,Lượt xem: 44
28 Triệu/Tháng,250 m²,5 PN,5,---,"Địa chỉ:  cộng hòa, Phường 12, Tân Bình, Hồ Chí Minh",12/12/2023,26/12/2023,18721,Quận Tân Bình,,Lượt xem: 3
30 Triệu/Tháng,80 m²,4 PN,3,---,"Địa chỉ:  Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",12/10/2023,27/10/2023,13820,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 30
30 Triệu/Tháng,80 m²,4 PN,3,---,"Địa chỉ:  Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",11/10/2023,26/10/2023,13821,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 16
20 Triệu/Tháng,0 m²,4 PN,3,Đông Bắc,"Địa chỉ:  Đường Đặng Văn Ngữ, Phường 13, Phú Nhuận, Hồ Chí Minh",08/12/2023,22/12/2023,18200,Quận Phú Nhuận,Đường Đặng Văn Ngữ,Lượt xem: 8
18 Triệu/Tháng,100 m²,4 PN,3,---,"Địa chỉ:  29/9A Đường Lê Đức Thọ, Phường 7, Gò Vấp, Hồ Chí Minh",20/06/2023,05/07/2023,8823,Quận Gò Vấp,Đường Lê Đức Thọ,Lượt xem: 122
22 Triệu/Tháng,90 m²,4 PN,5,---,"Địa chỉ:  93/6a Đường Phạm Phú Thứ, Phường 11, Tân Bình, Hồ Chí Minh",19/09/2023,04/10/2023,13090,Quận Tân Bình,Đường Phạm Phú Thứ,Lượt xem: 70
35 Triệu/Tháng,90 m²,6 PN,4,---,"Địa chỉ:  Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",31/05/2023,15/06/2023,7129,Quận 10,Đường Tô Hiến Thành,Lượt xem: 35
23 Triệu/Tháng,90 m²,4 PN,4,---,"Địa chỉ:  41/9a Đường Đồng Xoài, Phường 12, Tân Bình, Hồ Chí Minh",01/09/2023,16/09/2023,10708,Quận Tân Bình,Đường Đồng Xoài,Lượt xem: 59
25 Triệu/Tháng,80 m²,0 PN,0,---,"Địa chỉ:  58/ Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",01/09/2023,16/09/2023,10900,Quận Tân Bình,Đường Nguyễn Minh Hoàng,Lượt xem: 67
23 Triệu/Tháng,100 m²,4 PN,3,---,"Địa chỉ:  31/9a Đường Lê Đức Thọ, Phường 7, Gò Vấp, Hồ Chí Minh",15/06/2023,30/06/2023,8449,Quận Gò Vấp,Đường Lê Đức Thọ,Lượt xem: 77
35 Triệu/Tháng,270 m²,6 PN,4,---,"Địa chỉ:  611/42, Đường Điện Biên Phủ, Phường 1, Quận 3, Hồ Chí Minh",04/12/2023,18/12/2023,17691,Quận 3,Đường Điện Biên Phủ,Lượt xem: 23
30 Triệu/Tháng,53 m²,6 PN,3,---,"Địa chỉ:  Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",12/10/2023,27/10/2023,13921,Quận 10,Đường 3/2,Lượt xem: 40
35 Triệu/Tháng,180 m²,9 PN,4,Tây Nam,"Địa chỉ:  Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",10/12/2023,24/12/2023,18547,Quận 10,Đường 3/2,Lượt xem: 9
48 Triệu/Tháng,112 m²,6 PN,6,---,"Địa chỉ:  Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",06/11/2023,21/11/2023,15525,Quận 10,Đường 3/2,Lượt xem: 19
48 Triệu/Tháng,112 m²,6 PN,6,---,"Địa chỉ:  Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",06/11/2023,21/11/2023,15526,Quận 10,Đường 3/2,Lượt xem: 42
55 Triệu/Tháng,204 m²,0 PN,1,---,"Địa chỉ:  Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",15/12/2023,29/12/2023,19351,Quận 10,Đường 3/2,Lượt xem: 7
35 Triệu/Tháng,126 m²,4 PN,4,---,"Địa chỉ:  Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",19/12/2023,02/01/2024,19970,Quận Tân Bình,Đường Bạch Đằng,Lượt xem: 6
65 Triệu/Tháng,290 m²,0 PN,2,---,"Địa chỉ:  Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",11/12/2023,25/12/2023,18686,Quận Tân Bình,Đường Bạch Đằng,Lượt xem: 4
22 Triệu/Tháng,170 m²,4 PN,4,---,"Địa chỉ:  Đường Bàu Cát 1, Phường 12, Tân Bình, Hồ Chí Minh",14/12/2023,28/12/2023,19218,Quận Tân Bình,Đường Bàu Cát 1,Lượt xem: 9
15 Triệu/Tháng,100 m²,3 PN,0,---,"Địa chỉ:  Đường Bàu Cát 2, Phường 12, Tân Bình, Hồ Chí Minh",15/12/2023,29/12/2023,19307,Quận Tân Bình,Đường Bàu Cát 2,Lượt xem: 14
20 Triệu/Tháng,64 m²,4 PN,2,---,"Địa chỉ:  Đường Bàu Cát 8, Phường 14, Tân Bình, Hồ Chí Minh",14/11/2023,29/11/2023,16169,Quận Tân Bình,Đường Bàu Cát 8,Lượt xem: 37
22 Triệu/Tháng,110 m²,1 PN,1,---,"Địa chỉ:  Đường Bàu Cát, Phường 12, Tân Bình, Hồ Chí Minh",16/12/2023,30/12/2023,19576,Quận Tân Bình,Đường Bàu Cát,Lượt xem: 7
18 Triệu/Tháng,90 m²,5 PN,3,---,"Địa chỉ:  61/3A Đường Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh",26/05/2023,10/06/2023,7024,Quận Tân Bình,Đường Bình Giã,Lượt xem: 72
25 Triệu/Tháng,72 m²,5 PN,4,---,"Địa chỉ:  Đường Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh",10/11/2023,25/11/2023,15754,Quận Tân Bình,Đường Bình Giã,Lượt xem: 48
35 Triệu/Tháng,210 m²,3 PN,2,---,"Địa chỉ:  Đường Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh",11/12/2023,25/12/2023,18687,Quận Tân Bình,Đường Bình Giã,Lượt xem: 9
18 Triệu/Tháng,80 m²,4 PN,4,---,"Địa chỉ:  61/2C Đường Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh",08/03/2023,23/03/2023,3997,Quận Tân Bình,Đường Bình Giã,Lượt xem: 58
18 Triệu/Tháng,110 m²,3 PN,2,---,"Địa chỉ:  Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",26/10/2023,10/11/2023,14847,Quận Bình Thạnh,Đường Bình Lợi,Lượt xem: 26
26 Triệu/Tháng,115 m²,4 PN,3,---,"Địa chỉ:  Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",02/11/2023,17/11/2023,15252,Quận Bình Thạnh,Đường Bình Lợi,Lượt xem: 47
10 Triệu/Tháng,40 m²,3 PN,2,---,"Địa chỉ:  Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",11/11/2023,26/11/2023,15824,Quận Bình Thạnh,Đường Bùi Đình Túy,Lượt xem: 58
25 Triệu/Tháng,246 m²,5 PN,5,Đông,"Địa chỉ:  Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",12/12/2023,26/12/2023,18867,Quận Bình Thạnh,Đường Bùi Đình Túy,Lượt xem: 11
25 Triệu/Tháng,83 m²,3 PN,4,---,"Địa chỉ:  Đường C1, Phường 13, Tân Bình, Hồ Chí Minh",17/10/2023,01/11/2023,14272,Quận Tân Bình,Đường C1,Lượt xem: 48
50 Triệu/Tháng,162 m²,10 PN,0,---,"Địa chỉ:  23/1, Đường C1, Phường 13, Tân Bình, Hồ Chí Minh",05/12/2023,19/12/2023,17778,Quận Tân Bình,Đường C1,Lượt xem: 12
17 Triệu/Tháng,32 m²,2 PN,2,---,"Địa chỉ:  Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh",21/10/2023,05/11/2023,14545,Quận 3,Đường Cách Mạng Tháng Tám,Lượt xem: 7
120 Triệu/Tháng,180 m²,9 PN,11,---,"Địa chỉ:  Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",30/10/2023,14/11/2023,15105,Quận 10,Đường Cách Mạng Tháng Tám,Lượt xem: 54
20 Triệu/Tháng,60 m²,0 PN,2,---,"Địa chỉ:  Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",20/11/2023,05/12/2023,16512,Quận 10,Đường Cách Mạng Tháng Tám,Lượt xem: 7
22 Triệu/Tháng,42 m²,3 PN,3,---,"Địa chỉ:  Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",13/11/2023,28/11/2023,16035,Quận Tân Bình,Đường Cách Mạng Tháng Tám,Lượt xem: 63
15.5 Triệu/Tháng,53 m²,3 PN,2,---,"Địa chỉ:  Đường Cao Thắng, Phường 11, Quận 10, Hồ Chí Minh",17/10/2023,01/11/2023,14226,Quận 10,Đường Cao Thắng,Lượt xem: 56
55 Triệu/Tháng,1155 m²,12 PN,10,---,"Địa chỉ:  cộng hòa, Phường 12, Tân Bình, Hồ Chí Minh",18/12/2023,01/01/2024,19948,Quận Tân Bình,,Lượt xem: 6
20 Triệu/Tháng,88 m²,0 PN,0,---,"Địa chỉ:  Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",22/10/2023,06/11/2023,14658,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 91
28 Triệu/Tháng,202 m²,5 PN,5,---,"Địa chỉ:  cộng hòa, Phường 12, Tân Bình, Hồ Chí Minh",12/12/2023,26/12/2023,18865,Quận Tân Bình,,Lượt xem: 4
16 Triệu/Tháng,45 m²,4 PN,3,---,"Địa chỉ:  Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",12/11/2023,27/11/2023,15958,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 40
18 Triệu/Tháng,38 m²,4 PN,4,---,"Địa chỉ:  Đường Cộng Hoà, Phường 13, Tân Bình, Hồ Chí Minh",06/12/2023,20/12/2023,17820,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 11
80 Triệu/Tháng,100 m²,6 PN,6,---,"Địa chỉ:  Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",21/10/2023,05/11/2023,14555,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 9
15 Triệu/Tháng,64 m²,1 PN,2,---,"Địa chỉ:  Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",27/10/2023,11/11/2023,14895,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 58
14 Triệu/Tháng,22 m²,2 PN,2,---,"Địa chỉ:  Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",21/11/2023,06/12/2023,16618,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 6
20 Triệu/Tháng,90 m²,4 PN,2,---,"Địa chỉ:  Đường Cộng Hoà, Phường 4, Tân Bình, Hồ Chí Minh",17/12/2023,31/12/2023,19707,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 7
25 Triệu/Tháng,100 m²,0 PN,0,---,"Địa chỉ:  Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",13/11/2023,28/11/2023,16077,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 58
15 Triệu/Tháng,68 m²,4 PN,3,---,"Địa chỉ:  622/12A Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",02/03/2023,17/03/2023,3784,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 33
20 Triệu/Tháng,85 m²,4 PN,4,---,"Địa chỉ:  232/6A Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",01/03/2023,16/03/2023,3767,Quận Tân Bình,Đường Cộng Hòa,Lượt xem: 39
33 Triệu/Tháng,210 m²,2 PN,3,---,"Địa chỉ:  cộng hòa, Phường 4, Tân Bình, Hồ Chí Minh",11/12/2023,25/12/2023,18634,Quận Tân Bình,,Lượt xem: 6
17 Triệu/Tháng,56 m²,5 PN,3,---,"Địa chỉ:  Đường Cống Lở, Phường 15, Tân Bình, Hồ Chí Minh",06/11/2023,21/11/2023,15464,Quận Tân Bình,Đường Cống Lở,Lượt xem: 44
13 Triệu/Tháng,38 m²,2 PN,1,---,"Địa chỉ:  Đường D1, Phường 25, Bình Thạnh, Hồ Chí Minh",07/11/2023,22/11/2023,15634,Quận Bình Thạnh,Đường D1,Lượt xem: 24
20 Triệu/Tháng,168 m²,0 PN,2,---,"Địa chỉ:  Đường Đặng Thuỳ Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",30/10/2023,14/11/2023,15104,Quận Bình Thạnh,Đường Đặng Thuỳ Trâm,Lượt xem: 22
15 Triệu/Tháng,52 m²,3 PN,2,---,"Địa chỉ:  Đường Đặng Thuỳ Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",19/10/2023,03/11/2023,14425,Quận Bình Thạnh,Đường Đặng Thuỳ Trâm,Lượt xem: 32
20 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  Đường Đặng Thuỳ Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",09/11/2023,24/11/2023,15740,Quận Bình Thạnh,Đường Đặng Thuỳ Trâm,Lượt xem: 30
40 Triệu/Tháng,84 m²,7 PN,10,---,"Địa chỉ:  Đường Điện Biên Phủ, Phường 15, Bình Thạnh, Hồ Chí Minh",26/11/2023,11/12/2023,17000,Quận Bình Thạnh,Đường Điện Biên Phủ,Lượt xem: 38
35 Triệu/Tháng,84 m²,0 PN,0,---,"Địa chỉ:  , Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",04/12/2023,18/12/2023,17716,Quận Bình Thạnh,Đường Điện Biên Phủ,Lượt xem: 14
18 Triệu/Tháng,80 m²,2 PN,2,---,"Địa chỉ:  Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",12/11/2023,27/11/2023,15959,Quận Bình Thạnh,Đường Điện Biên Phủ,Lượt xem: 24
21 Triệu/Tháng,78 m²,6 PN,6,---,"Địa chỉ:  Đường Giải Phóng, Phường 4, Tân Bình, Hồ Chí Minh",28/11/2023,13/12/2023,17213,Quận Tân Bình,Đường Giải Phóng,Lượt xem: 9
15 Triệu/Tháng,110 m²,3 PN,3,---,"Địa chỉ:  Đường Giải Phóng, Phường 4, Tân Bình, Hồ Chí Minh",18/12/2023,01/01/2024,19906,Quận Tân Bình,Đường Giải Phóng,Lượt xem: 9
16 Triệu/Tháng,80 m²,4 PN,3,---,"Địa chỉ:  Đường Hồ Đắc Di, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",06/11/2023,21/11/2023,15513,Quận Tân Phú,Đường Hồ Đắc Di,Lượt xem: 42
20 Triệu/Tháng,176 m²,0 PN,0,---,"Địa chỉ:  Đường Hòa Bình, Phường 3, Quận 11, Hồ Chí Minh",24/10/2023,08/11/2023,14711,Quận 11,Đường Hòa Bình,Lượt xem: 35
40 Triệu/Tháng,264 m²,7 PN,2,---,"Địa chỉ:  Đường Hòa Hưng, Phường 12, Quận 10, Hồ Chí Minh",30/10/2023,14/11/2023,15092,Quận 10,Đường Hòa Hưng,Lượt xem: 14
50 Triệu/Tháng,302 m²,0 PN,3,---,"Địa chỉ:  Đường Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh",12/12/2023,26/12/2023,18806,Quận 10,Đường Hoàng Dư Khương,Lượt xem: 9
30 Triệu/Tháng,84 m²,5 PN,6,---,"Địa chỉ:  Đường Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh",27/10/2023,11/11/2023,14922,Quận 10,Đường Hoàng Dư Khương,Lượt xem: 74
23 Triệu/Tháng,72 m²,3 PN,4,---,"Địa chỉ:  183/1A Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",09/03/2023,24/03/2023,4050,Quận Bình Thạnh,Đường Hoàng Hoa Thám,Lượt xem: 43
24 Triệu/Tháng,225 m²,4 PN,4,---,"Địa chỉ:  Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",17/12/2023,31/12/2023,19663,Quận Tân Bình,Đường Hoàng Hoa Thám,Lượt xem: 9
15 Triệu/Tháng,64 m²,4 PN,3,---,"Địa chỉ:  Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",20/11/2023,05/12/2023,16510,Quận Tân Bình,Đường Hoàng Hoa Thám,Lượt xem: 6
28 Triệu/Tháng,80 m²,6 PN,4,---,"Địa chỉ:  Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh",02/12/2023,17/12/2023,17532,Quận Tân Bình,Đường Hoàng Hoa Thám,Lượt xem: 12
20 Triệu/Tháng,68 m²,4 PN,3,---,"Địa chỉ:  38/6b Đường Hoàng Văn Thụ, Phường 9, Phú Nhuận, Hồ Chí Minh",08/03/2023,23/03/2023,3992,Quận Phú Nhuận,Đường Hoàng Văn Thụ,Lượt xem: 50
13 Triệu/Tháng,48 m²,2 PN,2,---,"Địa chỉ:  Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",26/10/2023,10/11/2023,14836,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,Lượt xem: 24
23 Triệu/Tháng,47 m²,5 PN,3,---,"Địa chỉ:  Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",31/10/2023,15/11/2023,15180,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,Lượt xem: 66
68 Triệu/Tháng,300 m²,10 PN,0,---,"Địa chỉ:  Đường Huỳnh Văn Nghệ, Phường 12, Gò Vấp, Hồ Chí Minh",28/10/2023,12/11/2023,14987,Quận Gò Vấp,Đường Huỳnh Văn Nghệ,Lượt xem: 41
16 Triệu/Tháng,0 m²,0 PN,0,---,"Địa chỉ:  Đường Lê Ngã, Phường Phú Trung, Tân Phú, Hồ Chí Minh",15/12/2023,29/12/2023,19275,Quận Tân Phú,Đường Lê Ngã,Lượt xem: 12
15 Triệu/Tháng,45 m²,3 PN,3,---,"Địa chỉ:  Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",25/10/2023,09/11/2023,14747,Quận Gò Vấp,Đường Lê Quang Định,Lượt xem: 42
140 Triệu/Tháng,800 m²,0 PN,12,---,"Địa chỉ:  Đường Lê Quang Định, Phường 3, Bình Thạnh, Hồ Chí Minh",09/12/2023,23/12/2023,18421,Quận Bình Thạnh,Đường Lê Quang Định,Lượt xem: 6
25 Triệu/Tháng,67 m²,4 PN,4,---,"Địa chỉ:  Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",19/11/2023,04/12/2023,16453,Quận Bình Thạnh,Đường Lê Quang Định,Lượt xem: 53
20 Triệu/Tháng,85 m²,2 PN,2,---,"Địa chỉ:  Đường Lê Văn Duyệt, Phường 3, Bình Thạnh, Hồ Chí Minh",19/12/2023,02/01/2024,19982,Quận Bình Thạnh,Đường Lê Văn Duyệt,Lượt xem: 13
